series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,14,8192,-6.849594989911929,8,-11.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,14,2048,1.7870160736729466,16,-11.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,14,512,30.132602804383747,32,-11.3,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,14,4096,-10.687286862216203,5,-12.0,1,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,14,2048,11.785706536634782,13,-12.0,1,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,14,512,127.23121133400683,52,-10.7,0,48,4,992,nested-243d22763919c26c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,16,512,1.0180540975293029,4,-8.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,16,128,4.909669100704146,8,-7.5,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,128,16,32,34.36903317399096,22,-7.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,128,16,64,12.162574746123228,12,-7.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,16,512,1.0180540975293029,4,-8.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,16,128,4.909669100704146,8,-7.5,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,128,16,32,12.507940177411234,16,-7.7,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,128,16,8,40.97732727520997,32,-7.2,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,128,16,64,3.4527057933342884,7,-8.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,128,16,32,23.1148249981014,13,-8.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,128,16,8,138.7273104974693,51,-6.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,16,8192,-3.256446376254374,4,-11.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,16,2048,0.6912023929852205,8,-10.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,16,512,30.207846567914054,22,-9.8,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,128,16,1024,7.951159740176092,12,-10.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,16,8192,-3.256446376254374,4,-11.1,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,16,2048,0.6912023929852205,8,-10.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,16,512,8.255377780927388,16,-10.5,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,128,16,128,36.80201619017513,32,-10.0,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,128,16,1024,-0.832903657121247,7,-11.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,128,16,512,18.865487714565305,13,-10.8,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,128,16,128,134.62265592761077,53,-9.3,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,16,32768,-8.512207668922077,4,-12.0,1,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,16,8192,-2.182096801420492,8,-11.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,16,2048,27.352095698086245,22,-11.2,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,16,4096,5.090359140259002,12,-11.7,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,16,32768,-8.512207668922077,4,-12.0,1,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,16,8192,-2.182096801420492,8,-11.6,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,16,2048,5.416725555248238,16,-11.8,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,16,512,33.91611266028597,32,-11.4,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,16,4096,-9.246215175513008,5,-12.0,1,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,16,2048,14.330578094608057,6,-12.0,1,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,16,512,131.76441393770222,52,-10.7,0,32,4,480,nested-00044e579b028e57,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,18,512,2.7882920875328012,4,-8.3,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,18,128,5.942552879503875,8,-7.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,128,18,32,34.60573858832756,22,-7.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,128,18,64,12.293463983346744,12,-7.5,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,18,512,2.7882920875328012,4,-8.3,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,18,128,5.942552879503875,8,-7.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,128,18,32,12.561924825725665,16,-7.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,128,18,8,41.0882971563775,32,-7.2,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,128,18,64,3.4731994652395053,7,-8.6,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,128,18,32,23.152926338358988,13,-8.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,128,18,8,139.08761075526306,51,-6.6,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,18,8192,-1.2647103640567328,4,-11.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,18,2048,1.97836550994991,8,-10.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,18,512,30.645531069780464,22,-9.8,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,128,18,1024,8.285741911358075,12,-10.3,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,128,18,8192,-1.2647103640567328,4,-11.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,128,18,2048,1.97836550994991,8,-10.1,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,128,18,512,8.516100493016312,16,-10.5,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,128,18,128,37.11071143325543,32,-10.0,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,128,18,1024,-0.6144285967204661,7,-11.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,128,18,512,19.10910764076463,13,-10.8,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,128,18,128,135.17226370083034,52,-9.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,18,32768,-5.523410541550666,4,-12.0,1,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,18,8192,-0.22468430039102466,8,-11.5,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,18,2048,28.432357882437895,22,-11.2,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,128,18,4096,6.069830101704663,12,-11.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,128,18,32768,-5.523410541550666,4,-12.0,1,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,128,18,8192,-0.22468430039102466,8,-11.5,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,128,18,2048,6.3128123273924235,16,-11.8,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,128,18,512,34.88952125775066,32,-11.4,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,128,18,4096,-8.882582536349682,5,-12.0,1,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,128,18,2048,14.853938472015097,6,-12.0,1,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,128,18,512,132.96318770799442,52,-10.7,0,32,4,64,nested-0fa90bd15a210940,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,19,512,3.619072523270267,4,-8.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,19,128,6.466896561814747,8,-7.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,128,19,32,34.65101481278154,22,-7.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,128,19,64,12.319095983431163,12,-7.5,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,128,19,512,3.619072523270267,4,-8.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,128,19,128,6.466896561814747,8,-7.3,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,128,19,32,12.570993313298416,16,-7.7,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,128,19,8,41.107152536850165,32,-7.2,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,128,19,64,3.4766231504938943,7,-8.6,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,128,19,32,23.159297687992613,13,-8.0,0,32,4,32,nested-3e4b4e228ad72a81,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t128_s19.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
