series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,14,2048,3.585545568789791,12,-11.7,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,14,16384,-11.965786591143203,4,-12.0,1,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,14,4096,-4.5475387693269855,8,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,14,1024,4.107819909795458,16,-11.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,14,256,32.40184126144217,32,-11.4,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,14,2048,-9.798779463090636,5,-12.0,1,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,14,1024,13.508271940537075,6,-12.0,1,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,14,256,129.53683331394848,52,-10.8,0,96,4,21696,nested-84a8b7b86c79194a,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s14.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,16,256,1.017034929802472,4,-8.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,16,64,4.893836016991529,8,-7.5,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,256,16,16,34.34053727036466,22,-7.1,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,256,16,32,12.148140224986328,12,-7.6,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,16,256,1.017034929802472,4,-8.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,16,64,4.893836016991529,8,-7.5,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,256,16,16,12.4963409682305,16,-7.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,256,16,4,40.95224313273078,32,-7.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,256,16,32,3.453296032861106,7,-8.6,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,256,16,16,23.107942460335952,13,-8.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,256,16,4,138.6755678724742,51,-6.6,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,16,4096,-3.108268122425523,4,-11.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,16,1024,0.8368883146676501,8,-10.3,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,16,256,30.348305584326244,22,-9.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,256,16,512,8.09307325823054,12,-10.3,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,16,4096,-3.108268122425523,4,-11.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,16,1024,0.8368883146676501,8,-10.3,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,16,256,8.402805084543719,16,-10.5,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,256,16,64,36.94436239508337,32,-10.0,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,256,16,512,-0.6917851748784718,7,-11.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,256,16,256,19.011129014598065,13,-10.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,256,16,64,134.76319215951486,53,-9.3,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,16,16384,-8.175289130832907,4,-12.0,1,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,16,4096,-1.619069147831708,8,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,16,1024,27.928993526659116,22,-11.2,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,16,2048,5.6681421487839305,12,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,16,16384,-8.175289130832907,4,-12.0,1,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,16,4096,-1.619069147831708,8,-11.7,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,16,1024,5.986053899248363,16,-11.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,16,256,34.50596998987304,32,-11.4,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,16,2048,-9.010956645565358,5,-12.0,1,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,16,1024,14.672829495593097,6,-12.0,1,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,16,256,132.3404110674532,52,-10.8,0,96,4,4928,nested-581614c811536a8c,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s16.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,18,256,2.779301683302613,4,-8.3,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,18,64,5.917300072115578,8,-7.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,256,18,16,34.56636315527177,22,-7.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,256,18,32,12.269685569736914,12,-7.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,18,256,2.779301683302613,4,-8.3,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,18,64,5.917300072115578,8,-7.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,256,18,16,12.543468133554251,16,-7.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,18,262144,524288,1024,52428,256,18,4,41.056491736756364,32,-7.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,18,262144,524288,8192,52428,256,18,32,3.4671188458619464,7,-8.6,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,18,262144,524288,4096,52428,256,18,16,23.13929328275679,13,-8.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,18,262144,524288,1024,52428,256,18,4,139.02880003612873,51,-6.6,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,18,4096,-1.227093069623298,4,-11.1,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,18,1024,2.0118553498848852,8,-10.1,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,18,256,30.678945168436478,22,-9.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,22,4194304,8388608,131072,838860,256,18,512,8.320198552873745,12,-10.3,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,22,4194304,8388608,1048576,838860,256,18,4096,-1.227093069623298,4,-11.1,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,22,4194304,8388608,262144,838860,256,18,1024,2.0118553498848852,8,-10.1,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,22,4194304,8388608,65536,838860,256,18,256,8.551961097677196,16,-10.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,22,4194304,8388608,16384,838860,256,18,64,37.144721752460555,32,-10.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,22,4194304,8388608,131072,838860,256,18,512,-0.5799106135469723,7,-11.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,22,4194304,8388608,65536,838860,256,18,256,19.14475852418933,13,-10.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,22,4194304,8388608,16384,838860,256,18,64,135.2043886880904,52,-9.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,18,16384,-5.42383708200608,4,-12.0,1,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,18,4096,-0.08143358326497935,8,-11.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,18,1024,28.576577375886334,22,-11.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,24,16777216,33554432,524288,3355443,256,18,2048,6.214419965709371,12,-11.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,24,16777216,33554432,4194304,3355443,256,18,16384,-5.42383708200608,4,-12.0,1,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,24,16777216,33554432,1048576,3355443,256,18,4096,-0.08143358326497935,8,-11.5,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,24,16777216,33554432,262144,3355443,256,18,1024,6.453622220882626,16,-11.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,24,16777216,33554432,65536,3355443,256,18,256,35.03544100740989,32,-11.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,24,16777216,33554432,524288,3355443,256,18,2048,-8.826763765850114,5,-12.0,1,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,24,16777216,33554432,262144,3355443,256,18,1024,14.933275556991946,6,-12.0,1,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,24,16777216,33554432,65536,3355443,256,18,256,133.10675997917394,52,-10.8,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,20,256,4.491774360833067,4,-8.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,20,64,6.902726854054498,8,-7.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,18,262144,524288,4096,52428,256,20,16,34.63284741343555,22,-7.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,18,262144,524288,8192,52428,256,20,32,12.306677340020311,12,-7.5,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,18,262144,524288,65536,52428,256,20,256,4.491774360833067,4,-8.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,18,262144,524288,16384,52428,256,20,64,6.902726854054498,8,-7.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,18,262144,524288,4096,52428,256,20,16,12.555360026363717,16,-7.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_scaling_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
