outer_label,message_exponent,step_bits,target_q1_margin,smallest_tested_passing_state,attained_margin,status
"RM(4,9) [512,256,32] exact",24,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,256,0,14,32.40184126144217,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,256,20,14,32.40184126144217,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(4,9) [512,256,32] exact",24,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,64,0,14,1.1711253544330646,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,128,0,14,1.170902250959038,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,256,0,14,1.1086957026547284,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",16,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,64,0,16,1.0145732355642376,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,128,0,16,1.0180540975293029,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,256,0,16,1.017034929802472,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",18,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,64,0,18,0.7824169983016037,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,128,0,18,0.7969109328497012,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,256,0,18,0.8033419006225194,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",20,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,64,0,20,0.5089811215732818,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,128,0,20,0.5263969184118191,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,256,0,20,0.5348650503662579,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",22,256,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,64,0,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,64,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,64,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,64,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,128,0,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,128,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,128,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,128,60,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,256,0,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,256,20,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,256,40,,,Q1 screen only; no full-occupation guarantee
"RM(1,3) [8,4,4] exact",24,256,60,,,Q1 screen only; no full-occupation guarantee
