outer_weight,aggregate_log2,peak_first_r,peak_remaining_ones,peak_gap_min,peak_gap_max,peak_inner_mode,peak_outer_log2_bound,peak_placement_log2,peak_inner_log2,peak_best_lambda,peak_best_alpha,peak_best_rho,peak_term_log2
898,-337.0258966961075,1,897,1,4000,cap,1207.8684148451557,-1544.9589398216049,0.0,nan,nan,nan,-337.09052497644916
899,-337.4107694861438,1,898,1,4000,cap,1209.2046244481649,-1546.6800947816027,0.0,nan,nan,nan,-337.4754703334379
900,-337.79564385346,1,899,1,4000,cap,1210.5408340511738,-1548.4012513201542,0.0,nan,nan,nan,-337.8604172689804
901,-338.18051980744656,1,900,1,4000,cap,1211.877043654183,-1550.1224094467452,0.0,nan,nan,nan,-338.2453657925623
902,-338.56539733277697,1,901,1,4000,cap,1213.213253257192,-1551.8435691459654,0.0,nan,nan,nan,-338.63031588877334
903,-338.9502764484935,1,902,1,4000,cap,1214.549462860201,-1553.5647304370214,0.0,nan,nan,nan,-339.0152675768204
904,-339.3351571404782,1,903,1,4000,cap,1215.88567246321,-1555.2858933055704,0.0,nan,nan,nan,-339.40022084236034
905,-339.7200394173927,1,904,1,4000,cap,1217.221882066219,-1557.0070577604038,0.0,nan,nan,nan,-339.7851756941848
906,-340.10492326996604,1,905,1,4000,cap,1218.5580916692281,-1558.7282237922336,0.0,nan,nan,nan,-340.1701321230055
907,-340.4898087036221,1,906,1,4000,cap,1219.894301272237,-1560.449391406486,0.0,nan,nan,nan,-340.555090134249
908,-340.8746957167105,1,907,1,4000,cap,1221.2305108752462,-1562.170560601502,0.0,nan,nan,nan,-340.9400497262559
909,-341.259584311358,1,908,1,4000,cap,1222.566720478255,-1563.8917313794045,0.0,nan,nan,nan,-341.3250109011494
910,-341.64447448828463,1,909,1,4000,cap,1223.9029300812642,-1565.6129037409191,0.0,nan,nan,nan,-341.7099736596549
911,-342.02936624676244,1,910,1,4000,cap,1225.2391396842734,-1567.334077685322,0.0,nan,nan,nan,-342.0949380010486
912,-342.4142595903722,1,911,1,4000,cap,1226.5753492872823,-1569.0552532162164,0.0,nan,nan,nan,-342.47990392893416
913,-342.799154507204,1,912,1,4000,cap,1227.9115588902914,-1570.7764303215445,0.0,nan,nan,nan,-342.86487143125305
914,-343.18405100488854,1,913,1,4000,cap,1229.2477684933003,-1572.4976090091714,0.0,nan,nan,nan,-343.249840515871
915,-343.5689490926619,1,914,1,4000,cap,1230.5839780963095,-1574.2187892882284,0.0,nan,nan,nan,-343.63481119191897
916,-343.9538487504582,1,915,1,4000,cap,1231.9201876993184,-1575.9399711386122,0.0,nan,nan,nan,-344.01978343929386
917,-344.33874999326724,1,916,1,4000,cap,1233.2563973023275,-1577.6611545752694,0.0,nan,nan,nan,-344.4047572729419
918,-344.7236528215895,1,917,1,4000,cap,1234.5926069053364,-1579.382339598853,0.0,nan,nan,nan,-344.7897326935165
919,-345.1085572212461,1,918,1,4000,cap,1235.9288165083456,-1581.1035261950747,0.0,nan,nan,nan,-345.1747096867291
920,-345.4934632031085,1,919,1,4000,cap,1237.2650261113547,-1582.8247143747994,0.0,nan,nan,nan,-345.55968826344474
921,-345.8783707732036,1,920,1,4000,cap,1238.6012357143636,-1584.5459041441572,0.0,nan,nan,nan,-345.94466842979364
922,-346.2632799180575,1,921,1,4000,cap,1239.9374453173727,-1586.267095489593,0.0,nan,nan,nan,-346.3296501722202
923,-346.6481906488347,1,922,1,4000,cap,1241.2736549203817,-1587.9882884222461,0.0,nan,nan,nan,-346.71463350186445
924,-347.03310295517446,1,923,1,4000,cap,1242.6098645233908,-1589.7094829318357,0.0,nan,nan,nan,-347.09961840844494
925,-347.41801684454896,1,924,1,4000,cap,1243.9460741263997,-1591.4306790257397,0.0,nan,nan,nan,-347.48460489933996
926,-347.8029323149898,1,925,1,4000,cap,1245.2822837294088,-1593.1518767021353,0.0,nan,nan,nan,-347.8695929727264
927,-348.18784936380695,1,926,1,4000,cap,1246.6184933324178,-1594.873075958123,0.0,nan,nan,nan,-348.2545826257053
928,-348.5727679951623,1,927,1,4000,cap,1247.954702935427,-1596.5942767980214,0.0,nan,nan,nan,-348.6395738625945
929,-348.9576882110934,1,928,1,4000,cap,1249.2909125384358,-1598.3154792238474,0.0,nan,nan,nan,-349.0245666854116
930,-349.34261000650366,1,929,1,4000,cap,1250.627122141445,-1600.0366832305062,0.0,nan,nan,nan,-349.4095610890613
931,-349.7275333786303,1,930,1,4000,cap,1251.963331744454,-1601.7578888151747,0.0,nan,nan,nan,-349.79455707072066
932,-350.1124583333797,1,931,1,4000,cap,1253.299541347463,-1603.4790959837464,0.0,nan,nan,nan,-350.17955463628346
933,-350.49738486774066,1,932,1,4000,cap,1254.6357509504721,-1605.2003047333837,0.0,nan,nan,nan,-350.5645537829116
934,-350.88231298394743,1,933,1,4000,cap,1255.971960553481,-1606.921515066142,0.0,nan,nan,nan,-350.94955451266105
935,-351.2672426828538,1,934,1,4000,cap,1257.3081701564902,-1608.6427269829,0.0,nan,nan,nan,-351.3345568264099
936,-351.6521739587596,1,935,1,4000,cap,1258.644379759499,-1610.3639404779879,0.0,nan,nan,nan,-351.71956071848876
937,-352.0371068215066,1,936,1,4000,cap,1259.9805893625082,-1612.085155561308,0.0,nan,nan,nan,-352.10456619879983
938,-352.42204126160226,1,937,1,4000,cap,1261.3167989655171,-1613.8063722233019,0.0,nan,nan,nan,-352.48957325778474
939,-352.8069772770151,1,938,1,4000,cap,1262.6530085685263,-1615.527590461872,0.0,nan,nan,nan,-352.87458189334575
940,-353.19191488169673,1,939,1,4000,cap,1263.9892181715354,-1617.2488102910538,0.0,nan,nan,nan,-353.2595921195184
941,-353.5768540690347,1,940,1,4000,cap,1265.3254277745443,-1618.9700317043698,0.0,nan,nan,nan,-353.6446039298255
942,-353.9617948283171,1,941,1,4000,cap,1266.6616373775535,-1620.6912546907424,0.0,nan,nan,nan,-354.02961731318896
943,-354.34673717557246,1,942,1,4000,cap,1267.9978469805624,-1622.4124792665498,0.0,nan,nan,nan,-354.4146322859874
944,-354.7316811060043,1,943,1,4000,cap,1269.3340565835715,-1624.133705426857,0.0,nan,nan,nan,-354.79964884328547
945,-355.1166266031923,1,944,1,4000,cap,1270.6702661865804,-1625.8549331552967,0.0,nan,nan,nan,-355.18466696871633
946,-355.5015736927284,1,945,1,4000,cap,1272.0064757895896,-1627.5761624772476,0.0,nan,nan,nan,-355.5696866876581
947,-355.88652236256337,1,946,1,4000,cap,1273.3426853925985,-1629.2973933810172,0.0,nan,nan,nan,-355.9547079884187
948,-356.2714726094646,1,947,1,4000,cap,1274.6788949956076,-1631.0186258631093,0.0,nan,nan,nan,-356.33973086750166
949,-356.6564244390483,1,948,1,4000,cap,1276.0151045986167,-1632.7398599291482,0.0,nan,nan,nan,-356.7247553305315
950,-357.04137785353294,1,949,1,4000,cap,1277.3513142016257,-1634.4610955815442,0.0,nan,nan,nan,-357.10978137991856
951,-357.4263328376332,1,950,1,4000,cap,1278.6875238046348,-1636.1823328047794,0.0,nan,nan,nan,-357.49480900014464
952,-357.8112894158092,1,951,1,4000,cap,1280.0237334076437,-1637.9035716235176,0.0,nan,nan,nan,-357.87983821587386
953,-358.19624757039054,1,952,1,4000,cap,1281.3599430106528,-1639.6248120199652,0.0,nan,nan,nan,-358.2648690093124
954,-358.5812073016605,1,953,1,4000,cap,1282.6961526136618,-1641.3460539943335,0.0,nan,nan,nan,-358.64990138067174
955,-358.96616861310343,1,954,1,4000,cap,1284.032362216671,-1643.067297550364,0.0,nan,nan,nan,-359.03493533369306
956,-359.3511315163297,1,955,1,4000,cap,1285.3685718196798,-1644.7885426993726,0.0,nan,nan,nan,-359.41997087969276
957,-359.73609598740984,1,956,1,4000,cap,1286.704781422689,-1646.5097894176379,0.0,nan,nan,nan,-359.80500799494894
958,-360.12106205264064,1,957,1,4000,cap,1288.040991025698,-1648.2310377313825,0.0,nan,nan,nan,-360.1900467056844
959,-360.5060296882722,1,958,1,4000,cap,1289.377200628707,-1649.9522876168776,0.0,nan,nan,nan,-360.5750869881706
960,-360.89099891028496,1,959,1,4000,cap,1290.7134102317161,-1651.6735390900467,0.0,nan,nan,nan,-360.96012885833056
961,-361.2759697065956,1,960,1,4000,cap,1292.049619834725,-1653.3947921388517,0.0,nan,nan,nan,-361.34517230412666
962,-361.66094208971236,1,961,1,4000,cap,1293.3858294377342,-1655.1160467757927,0.0,nan,nan,nan,-361.73021733805854
963,-362.04591605534756,1,962,1,4000,cap,1294.722039040743,-1656.8373029966533,0.0,nan,nan,nan,-362.1152639559102
964,-362.43089160375325,1,963,1,4000,cap,1296.0582486437522,-1658.5585608014844,0.0,nan,nan,nan,-362.5003121577322
965,-362.81586872706595,1,964,1,4000,cap,1297.3944582467611,-1660.2798201826608,0.0,nan,nan,nan,-362.8853619358997
966,-363.2008474281269,1,965,1,4000,cap,1298.7306678497703,-1662.0010811428601,0.0,nan,nan,nan,-363.27041329308986
967,-363.58582772006173,1,966,1,4000,cap,1300.0668774527792,-1663.7223436952936,0.0,nan,nan,nan,-363.6554662425144
968,-363.97080958618454,1,967,1,4000,cap,1301.4030870557883,-1665.4436078232375,0.0,nan,nan,nan,-364.04052076744915
969,-364.3557930297407,1,968,1,4000,cap,1302.7392966587975,-1667.1648735299677,0.0,nan,nan,nan,-364.4255768711703
970,-364.740778060494,1,969,1,4000,cap,1304.0755062618064,-1668.8861408251469,0.0,nan,nan,nan,-364.8106345633405
971,-365.125764668191,1,970,1,4000,cap,1305.4117158648155,-1670.6074096987068,0.0,nan,nan,nan,-365.19569383389126
972,-365.51075286570756,1,971,1,4000,cap,1306.7479254678244,-1672.328680163444,0.0,nan,nan,nan,-365.5807546956196
973,-365.895742632696,1,972,1,4000,cap,1308.0841350708336,-1674.0499521988077,0.0,nan,nan,nan,-365.9658171279741
974,-366.28073399061304,1,973,1,4000,cap,1309.4203446738425,-1675.7712258265765,0.0,nan,nan,nan,-366.350881152734
975,-366.6657269234508,1,974,1,4000,cap,1310.7565542768516,-1677.4925010305906,0.0,nan,nan,nan,-366.735946753739
976,-367.05072143923,1,975,1,4000,cap,1312.0927638798605,-1679.2137778188426,0.0,nan,nan,nan,-367.12101393898206
977,-367.4357175333822,1,976,1,4000,cap,1313.4289734828697,-1680.9350561867868,0.0,nan,nan,nan,-367.5060827039172
978,-367.8207152158662,1,977,1,4000,cap,1314.7651830858788,-1682.656336144415,0.0,nan,nan,nan,-367.89115305853625
979,-368.20571447219476,1,978,1,4000,cap,1316.1013926888877,-1684.3776176772062,0.0,nan,nan,nan,-368.2762249883185
980,-368.59071531362946,1,979,1,4000,cap,1317.4376022918968,-1686.0989007964818,0.0,nan,nan,nan,-368.6612985045849
981,-368.97571773604005,1,980,1,4000,cap,1318.7738118949057,-1687.8201854979925,0.0,nan,nan,nan,-369.04637360308675
982,-369.36072173624774,1,981,1,4000,cap,1320.1100214979149,-1689.5414717787262,0.0,nan,nan,nan,-369.4314502808113
983,-369.74572732092446,1,982,1,4000,cap,1321.4462311009238,-1691.262759645153,0.0,nan,nan,nan,-369.8165285442292
984,-370.1307344815843,1,983,1,4000,cap,1322.782440703933,-1692.9840490889565,0.0,nan,nan,nan,-370.2016083850235
985,-370.51574322761377,1,984,1,4000,cap,1324.1186503069418,-1694.7053401194553,0.0,nan,nan,nan,-370.58668981251344
986,-370.9007535501591,1,985,1,4000,cap,1325.454859909951,-1696.4266327278092,0.0,nan,nan,nan,-370.9717728178582
987,-371.2857654583294,1,986,1,4000,cap,1326.7910695129601,-1698.1479269230676,0.0,nan,nan,nan,-371.3568574101075
988,-371.6707789399519,1,987,1,4000,cap,1328.127279115969,-1699.869222693189,0.0,nan,nan,nan,-371.7419435772199
989,-372.0557940162874,1,988,1,4000,cap,1329.4634887189782,-1701.5905200593406,0.0,nan,nan,nan,-372.12703134036246
990,-372.44081066230905,1,989,1,4000,cap,1330.799698321987,-1703.3118189964516,0.0,nan,nan,nan,-372.51212067446454
991,-372.8258288957387,1,990,1,4000,cap,1332.1359079249962,-1705.0331195223534,0.0,nan,nan,nan,-372.8972115973572
992,-373.21084870278764,1,991,1,4000,cap,1333.4721175280051,-1706.7544216231418,0.0,nan,nan,nan,-373.2823040951366
993,-373.5958700982053,1,992,1,4000,cap,1334.8083271310143,-1708.475725313776,0.0,nan,nan,nan,-373.66739818276164
994,-373.9808930776579,1,993,1,4000,cap,1336.1445367340232,-1710.1970305896175,0.0,nan,nan,nan,-374.0524938555943
995,-374.3659176229546,1,994,1,4000,cap,1337.4807463370323,-1711.9183374327204,0.0,nan,nan,nan,-374.43759109568805
996,-374.75094376481866,1,995,1,4000,cap,1338.8169559400415,-1713.6396458736817,0.0,nan,nan,nan,-374.8226899336403
997,-375.13597147942636,1,996,1,4000,cap,1340.1531655430504,-1715.3609558887638,0.0,nan,nan,nan,-375.2077903457134
998,-375.5210007765902,1,997,1,4000,cap,1341.4893751460595,-1717.0822674877,0.0,nan,nan,nan,-375.59289234164044
999,-375.9060316538176,1,998,1,4000,cap,1342.8255847490684,-1718.8035806680455,0.0,nan,nan,nan,-375.97799591897706
1000,-376.29106411651446,1,999,1,4000,cap,1344.1617943520775,-1720.5248954351864,0.0,nan,nan,nan,-376.36310108310886
1001,-376.67609815687615,1,1000,1,4000,cap,1345.4980039550865,-1722.2462117813193,0.0,nan,nan,nan,-376.74820782623283
1002,-377.06113378070245,1,1001,1,4000,cap,1346.8342135580956,-1723.967529712243,0.0,nan,nan,nan,-377.13331615414745
1003,-377.4461709812196,1,1002,1,4000,cap,1348.1704231611045,-1725.6888492212183,0.0,nan,nan,nan,-377.5184260601138
1004,-377.83120976391285,1,1003,1,4000,cap,1349.5066327641136,-1727.4101703136603,0.0,nan,nan,nan,-377.9035375495466
1005,-378.2162501332733,1,1004,1,4000,cap,1350.8428423671226,-1729.13149299414,0.0,nan,nan,nan,-378.28865062701743
1006,-378.6012920849094,1,1005,1,4000,cap,1352.1790519701317,-1730.8528172582137,0.0,nan,nan,nan,-378.673765288082
