k,k_eff,N,delta,d,sigma,block_bits,local_length,blocks,d0,h,outer_log2,outer_z,inner_log2,term_log2,cum_log2
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,20,-inf,,-44.756712,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,21,-inf,,-46.994540,-inf,-inf
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,22,31.895575,1e-08,-49.232366,-17.336791,-17.336791
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,23,35.552141,0.132709122393,-51.470191,-15.918051,-15.459628
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,24,38.266890,0.170798426769,-53.708016,-15.441126,-14.450347
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,25,40.663796,0.202087410346,-55.945839,-15.282044,-13.807075
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,26,42.877295,0.219819874178,-58.183662,-15.306366,-13.370138
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,27,44.942993,0.239108299725,-60.421483,-15.478490,-13.069239
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,28,46.887923,0.260089217188,-62.659303,-15.771380,-12.863015
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,29,48.771656,0.282911136817,-64.897122,-16.125466,-12.720002
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,30,50.593235,0.282911136817,-67.134939,-16.541704,-12.621418
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,31,52.414814,0.282911136817,-69.372755,-16.957941,-12.551720
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,32,54.236393,0.282911136817,-71.610569,-17.374176,-12.501612
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,33,56.057972,0.282911136817,-73.848382,-17.790410,-12.465171
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,34,57.849325,0.307735600116,-76.086193,-18.236868,-12.439003
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,35,59.549561,0.307735600116,-78.324002,-18.774440,-12.421247
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,36,61.249798,0.307735600116,-80.561808,-19.312010,-12.409140
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,37,62.950035,0.307735600116,-82.799612,-19.849578,-12.400858
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,38,64.650272,0.307735600116,-85.037414,-20.387142,-12.395180
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,39,66.350508,0.307735600116,-87.275213,-20.924704,-12.391281
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,40,68.050745,0.307735600116,-89.513008,-21.462263,-12.388601
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,41,69.750982,0.307735600116,-91.750800,-21.999818,-12.386758
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,42,71.451219,0.307735600116,-93.988588,-22.537369,-12.385489
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,43,73.151455,0.307735600116,-96.226371,-23.074916,-12.384616
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,44,74.851692,0.307735600116,-98.464149,-23.612457,-12.384015
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,45,76.551929,0.307735600116,-100.701922,-24.149993,-12.383600
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,46,78.252166,0.307735600116,-102.939689,-24.687523,-12.383315
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,47,79.952402,0.307735600116,-105.177448,-25.225046,-12.383119
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,48,81.652639,0.307735600116,-107.415200,-25.762561,-12.382983
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,49,83.352876,0.307735600116,-109.652943,-26.300067,-12.382890
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,50,85.053113,0.307735600116,-111.890676,-26.837564,-12.382826
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,51,86.753349,0.307735600116,-114.128398,-27.375049,-12.382781
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,52,88.453586,0.307735600116,-116.366107,-27.912521,-12.382751
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,53,90.153823,0.307735600116,-118.603803,-28.449980,-12.382730
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,54,91.854060,0.307735600116,-120.841482,-28.987423,-12.382715
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,55,93.554296,0.307735600116,-123.079144,-29.524848,-12.382705
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,56,95.254533,0.307735600116,-125.316785,-30.062252,-12.382699
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,57,96.954770,0.307735600116,-127.554404,-30.599634,-12.382694
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,58,98.655007,0.307735600116,-129.791997,-31.136991,-12.382691
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,59,100.355243,0.307735600116,-132.029562,-31.674318,-12.382688
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,60,102.055480,0.307735600116,-134.267094,-32.211614,-12.382687
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,61,103.755717,0.307735600116,-136.504589,-32.748872,-12.382686
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,62,105.455953,0.307735600116,-138.742043,-33.286089,-12.382685
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,63,107.156190,0.307735600116,-140.979450,-33.823260,-12.382684
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,64,108.856427,0.307735600116,-143.216806,-34.360379,-12.382684
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,65,110.556664,0.307735600116,-145.454102,-34.897438,-12.382684
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,66,112.256900,0.307735600116,-147.691331,-35.434431,-12.382684
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,67,113.957137,0.307735600116,-149.928486,-35.971349,-12.382684
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,68,115.657374,0.307735600116,-152.165557,-36.508183,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,69,117.357611,0.307735600116,-154.402533,-37.044922,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,70,119.057847,0.307735600116,-156.639403,-37.581555,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,71,120.758084,0.307735600116,-158.876152,-38.118068,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,72,122.458321,0.307735600116,-161.112767,-38.654446,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,73,124.158558,0.307735600116,-163.349231,-39.190673,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,74,125.858794,0.307735600116,-165.585524,-39.726730,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,75,127.559031,0.307735600116,-167.821627,-40.262595,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,76,129.259268,0.307735600116,-170.057515,-40.798247,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,77,130.959505,0.307735600116,-172.293162,-41.333657,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,78,132.659741,0.307735600116,-174.528540,-41.868799,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,79,134.359978,0.307735600116,-176.763616,-42.403638,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,80,136.060215,0.307735600116,-178.998353,-42.938138,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,81,137.760452,0.307735600116,-181.232711,-43.472259,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,82,139.460688,0.307735600116,-183.466646,-44.005958,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,83,141.160925,0.307735600116,-185.700107,-44.539182,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,84,142.861162,0.307735600116,-187.933039,-45.071877,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,85,144.561399,0.307735600116,-190.165381,-45.603982,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,86,146.261635,0.307735600116,-192.397066,-46.135431,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,87,147.961872,0.307735600116,-194.628018,-46.666146,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,88,149.662109,0.307735600116,-196.858157,-47.196048,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,89,151.362346,0.307735600116,-199.087391,-47.725045,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,90,153.062582,0.307735600116,-201.315623,-48.253041,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,91,154.762819,0.307735600116,-203.542744,-48.779925,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,92,156.463056,0.307735600116,-205.768640,-49.305584,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,93,158.163293,0.307735600116,-207.993180,-49.829887,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,94,159.863529,0.307735600116,-210.216231,-50.352702,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,95,161.563766,0.307735600116,-212.437643,-50.873877,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,96,163.264003,0.307735600116,-214.657262,-51.393260,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,97,164.964240,0.307735600116,-216.874919,-51.910680,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,98,166.664476,0.307735600116,-219.090440,-52.425964,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,99,168.364713,0.307735600116,-221.303637,-52.938924,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,100,170.064950,0.307735600116,-223.514322,-53.449372,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,101,171.765187,0.307735600116,-225.722292,-53.957106,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,102,173.465423,0.307735600116,-227.927350,-54.461927,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,103,175.165660,0.307735600116,-230.129288,-54.963628,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,104,176.865897,0.307735600116,-232.327903,-55.462007,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,105,178.566134,0.307735600116,-234.522998,-55.956865,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,106,180.266370,0.307735600116,-236.714376,-56.448006,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,107,181.966607,0.307735600116,-238.901855,-56.935248,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,108,183.666844,0.307735600116,-241.085269,-57.418425,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,109,185.367080,0.307735600116,-243.264462,-57.897381,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,110,187.067317,0.307735600116,-245.439303,-58.371986,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,111,188.767554,0.307735600116,-247.609688,-58.842134,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,112,190.467791,0.307735600116,-249.775532,-59.307741,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,113,192.168027,0.307735600116,-251.936783,-59.768756,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,114,193.868264,0.307735600116,-254.093421,-60.225156,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,115,195.568501,0.307735600116,-256.245448,-60.676947,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,116,197.268738,0.307735600116,-258.392905,-61.124167,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,117,198.964296,0.334738323292,-260.535860,-61.571563,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,118,200.543190,0.334738323292,-262.674404,-62.131214,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,119,202.122085,0.334738323292,-264.808660,-62.686575,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,120,203.700979,0.334738323292,-266.938772,-63.237792,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,121,205.279874,0.334738323292,-269.064898,-63.785024,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,122,206.858768,0.334738323292,-271.187219,-64.328451,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,123,208.437662,0.334738323292,-273.305926,-64.868263,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,124,210.016557,0.334738323292,-275.421216,-65.404659,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,125,211.595451,0.334738323292,-277.533295,-65.937844,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,126,213.174345,0.334738323292,-279.642372,-66.468026,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,127,214.753240,0.334738323292,-281.748651,-66.995411,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,128,216.332134,0.334738323292,-283.852337,-67.520203,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,129,217.911029,0.334738323292,-285.953631,-68.042603,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,130,219.489923,0.334738323292,-288.052724,-68.562801,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,131,221.068817,0.334738323292,-290.149799,-69.080982,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,132,222.647712,0.334738323292,-292.245035,-69.597324,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,133,224.226606,0.334738323292,-294.338595,-70.111989,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,134,225.805500,0.334738323292,-296.430636,-70.625136,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,135,227.384395,0.334738323292,-298.521304,-71.136909,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,136,228.963289,0.334738323292,-300.610733,-71.647444,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,137,230.542183,0.334738323292,-302.699049,-72.156866,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,138,232.121078,0.334738323292,-304.786369,-72.665291,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,139,233.699972,0.334738323292,-306.872797,-73.172825,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,140,235.278867,0.334738323292,-308.958431,-73.679564,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,141,236.857761,0.334738323292,-311.043360,-74.185599,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,142,238.436655,0.334738323292,-313.127665,-74.691009,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,143,240.015550,0.334738323292,-315.211418,-75.195869,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,144,241.594444,0.334738323292,-317.294688,-75.700244,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,145,243.173338,0.334738323292,-319.377534,-76.204195,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,146,244.752233,0.334738323292,-321.460010,-76.707777,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,147,246.331127,0.334738323292,-323.542166,-77.211039,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,148,247.910021,0.334738323292,-325.624045,-77.714024,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,149,249.488916,0.334738323292,-327.705688,-78.216772,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,150,251.067810,0.334738323292,-329.787131,-78.719321,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,151,252.646705,0.334738323292,-331.868404,-79.221700,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,152,254.225599,0.334738323292,-333.949538,-79.723939,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,153,255.804493,0.334738323292,-336.030557,-80.226064,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,154,257.383388,0.334738323292,-338.111485,-80.728098,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,155,258.962282,0.334738323292,-340.192342,-81.230060,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,156,260.541176,0.334738323292,-342.273146,-81.731970,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,157,262.120071,0.334738323292,-344.353915,-82.233844,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,158,263.698965,0.334738323292,-346.434661,-82.735696,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,159,265.277859,0.334738323292,-348.515398,-83.237538,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,160,266.856754,0.334738323292,-350.596137,-83.739383,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,161,268.435648,0.334738323292,-352.676889,-84.241241,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,162,270.014543,0.334738323292,-354.757663,-84.743120,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,163,271.593437,0.334738323292,-356.838466,-85.245029,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,164,273.172331,0.334738323292,-358.919305,-85.746974,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,165,274.751226,0.334738323292,-361.000187,-86.248961,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,166,276.330120,0.334738323292,-363.081117,-86.750997,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,167,277.909014,0.334738323292,-365.162100,-87.253085,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,168,279.487909,0.334738323292,-367.243139,-87.755231,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,169,281.066803,0.334738323292,-369.324239,-88.257436,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,170,282.645697,0.334738323292,-371.405403,-88.759706,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,171,284.224592,0.334738323292,-373.486633,-89.262041,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,172,285.803486,0.334738323292,-375.567932,-89.764446,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,173,287.382381,0.334738323292,-377.649301,-90.266921,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,174,288.961275,0.334738323292,-379.730743,-90.769468,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,175,290.540169,0.334738323292,-381.812258,-91.272089,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,176,292.119064,0.334738323292,-383.893849,-91.774785,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,177,293.697958,0.334738323292,-385.975515,-92.277557,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,178,295.276852,0.334738323292,-388.057258,-92.780406,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,179,296.855747,0.334738323292,-390.139078,-93.283332,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,180,298.434641,0.334738323292,-392.220977,-93.786335,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,181,300.013535,0.334738323292,-394.302953,-94.289417,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,182,301.592430,0.334738323292,-396.385007,-94.792577,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,183,303.171324,0.334738323292,-398.467140,-95.295816,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,184,304.750219,0.334738323292,-400.549352,-95.799133,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,185,306.329113,0.334738323292,-402.631641,-96.302528,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,186,307.908007,0.334738323292,-404.714009,-96.806002,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,187,309.486902,0.334738323292,-406.796455,-97.309554,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,188,311.065796,0.334738323292,-408.878979,-97.813183,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,189,312.644690,0.334738323292,-410.961581,-98.316890,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,190,314.223585,0.334738323292,-413.044259,-98.820674,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,191,315.802479,0.334738323292,-415.127014,-99.324535,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,192,317.381373,0.334738323292,-417.209846,-99.828473,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,193,318.960268,0.334738323292,-419.292754,-100.332486,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,194,320.539162,0.334738323292,-421.375737,-100.836574,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,195,322.118057,0.334738323292,-423.458795,-101.340738,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,196,323.696951,0.334738323292,-425.541927,-101.844976,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,197,325.275845,0.334738323292,-427.625134,-102.349288,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,198,326.854740,0.334738323292,-429.708413,-102.853674,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,199,328.433634,0.334738323292,-431.791766,-103.358132,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,200,330.012528,0.334738323292,-433.875191,-103.862663,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,201,331.591423,0.334738323292,-435.958688,-104.367265,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,202,333.170317,0.334738323292,-438.042256,-104.871939,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,203,334.749211,0.334738323292,-440.125895,-105.376684,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,204,336.328106,0.334738323292,-442.209604,-105.881498,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,205,337.907000,0.334738323292,-444.293383,-106.386383,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,206,339.485895,0.334738323292,-446.377230,-106.891336,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,207,341.064789,0.334738323292,-448.461146,-107.396357,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,208,342.643683,0.334738323292,-450.545130,-107.901447,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,209,344.222578,0.334738323292,-452.629181,-108.406604,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,210,345.801472,0.334738323292,-454.713299,-108.911827,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,211,347.380366,0.334738323292,-456.797483,-109.417117,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,212,348.959261,0.334738323292,-458.881733,-109.922473,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,213,350.538155,0.334738323292,-460.966048,-110.427893,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,214,352.117049,0.334738323292,-463.050428,-110.933378,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,215,353.695944,0.334738323292,-465.134871,-111.438927,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,216,355.274838,0.334738323292,-467.219378,-111.944540,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,217,356.853733,0.334738323292,-469.303948,-112.450216,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,218,358.432627,0.334738323292,-471.388581,-112.955954,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,219,360.011521,0.334738323292,-473.473275,-113.461754,-12.382683
1048576,1048576,2097152,0.106,222298,32,64,128,16384,22,220,361.590416,0.334738323292,-475.558031,-113.967615,-12.382683
