band0_weight,band1_weight,count
35,0,17
35,1,568
35,2,11716
35,3,158661
35,4,1586199
35,5,12382727
35,6,78433183
35,7,414524424
35,8,1865435244
35,9,7254420627
35,10,24664993350
35,11,73995241637
35,12,197321508348
35,13,470534079526
35,14,1008287051537
35,15,1949358108565
35,16,3411373522511
35,17,5418066915212
35,18,7826099884403
35,19,10297489263378
35,20,12356984702076
35,21,13533846634124
35,22,13533850938355
35,23,12356994918535
35,24,10297494505707
35,25,7826095174610
35,26,5418062672795
35,27,3411373135664
35,28,1949357939512
35,29,1008288088810
35,30,470534661099
35,31,197320768419
35,32,73995115176
35,33,24665201572
35,34,7254494597
35,35,1865465245
35,36,414525017
35,37,78439581
35,38,12381298
35,39,1588185
35,40,159105
35,41,11763
35,42,611
35,43,23
36,0,2
36,1,101
36,2,2183
36,3,30880
36,4,309599
36,5,2407947
36,6,15248735
36,7,80607126
36,8,362737160
36,9,1410555382
36,10,4795930649
36,11,14388149634
36,12,38367820840
36,13,91492739818
36,14,196056172101
36,15,379041098667
36,16,663323873766
36,17,1053513349187
36,18,1521739014670
36,19,2002289777587
36,20,2402748298716
36,21,2631582578584
36,22,2631582268211
36,23,2402747629217
36,24,2002290314748
36,25,1521740348053
36,26,1053512808906
36,27,663322994925
36,28,379041286604
36,29,196056105246
36,30,91492912135
36,31,38367965661
36,32,14387942852
36,33,4796023268
36,34,1410610147
36,35,362679197
36,36,80608945
36,37,15250069
36,38,2409570
36,39,308705
36,40,30832
36,41,2217
36,42,101
36,43,1
37,0,1
37,1,13
37,2,355
37,3,4962
37,4,50021
37,5,391234
37,6,2474105
37,7,13068919
37,8,58814275
37,9,228750116
37,10,777738068
37,11,2333257051
37,12,6221813668
37,13,14836549059
37,14,31792815125
37,15,61466301820
37,16,107566261495
37,17,170839242525
37,18,246767872987
37,19,324696898149
37,20,389635744536
37,21,426742582943
37,22,426742709439
37,23,389634657380
37,24,324695332449
37,25,246768499555
37,26,170840315885
37,27,107566105901
37,28,61466155152
37,29,31792943409
37,30,14836539359
37,31,6221753000
37,32,2333265528
37,33,777775026
37,34,228727350
37,35,58793233
37,36,13071471
37,37,2472811
37,38,391188
37,39,50081
37,40,5068
37,41,349
37,42,11
38,2,53
38,3,664
38,4,6551
38,5,51305
38,6,325738
38,7,1719941
38,8,7733795
38,9,30096546
38,10,102353389
38,11,306986134
38,12,818663889
38,13,1952202775
38,14,4183241150
38,15,8087681712
38,16,14153328771
38,17,22478969708
38,18,32469675733
38,19,42723106328
38,20,51267841905
38,21,56150216553
38,22,56150260154
38,23,51267792856
38,24,42723110359
38,25,32469818048
38,26,22478944405
38,27,14153210582
38,28,8087677527
38,29,4183317453
38,30,1952183794
38,31,818638580
38,32,307017637
38,33,102338380
38,34,30087730
38,35,7742980
38,36,1718256
38,37,326154
38,38,51820
38,39,6623
38,40,702
38,41,38
38,42,2
39,2,5
39,3,71
39,4,692
39,5,5238
39,6,33102
39,7,176946
39,8,794907
39,9,3084993
39,10,10494312
39,11,31482459
39,12,83961987
39,13,200217223
39,14,429071154
39,15,829564520
39,16,1451593010
39,17,2305495101
39,18,3330269666
39,19,4381799647
39,20,5258153445
39,21,5759050519
39,22,5759097070
39,23,5258257398
39,24,4381811166
39,25,3330202883
39,26,2305532704
39,27,1451627301
39,28,829508429
39,29,429059429
39,30,200236422
39,31,83953172
39,32,31474178
39,33,10497663
39,34,3091153
39,35,796474
39,36,176439
39,37,33287
39,38,5068
39,39,636
39,40,51
40,2,2
40,3,7
40,4,40
40,5,383
40,6,2500
40,7,13436
40,8,59509
40,9,231317
40,10,787536
40,11,2362638
40,12,6293684
40,13,15018098
40,14,32188350
40,15,62203750
40,16,108858706
40,17,172921124
40,18,249789591
40,19,328633513
40,20,394342195
40,21,431943201
40,22,431925131
40,23,394370025
40,24,328653573
40,25,249739317
40,26,172916462
40,27,108880100
40,28,62206466
40,29,32186600
40,30,15017124
40,31,6296088
40,32,2360800
40,33,786594
40,34,232697
40,35,59214
40,36,13119
40,37,2422
40,38,383
40,39,45
40,40,4
41,4,1
41,5,16
41,6,127
41,7,635
41,8,2884
41,9,11316
41,10,38675
41,11,115793
41,12,306287
41,13,732107
41,14,1570356
41,15,3032253
41,16,5312490
41,17,8437914
41,18,12180157
41,19,16030765
41,20,19239539
41,21,21070557
41,22,21070264
41,23,19237383
41,24,16029856
41,25,12180112
41,26,8435021
41,27,5313315
41,28,3035289
41,29,1569717
41,30,732264
41,31,307199
41,32,115218
41,33,38338
41,34,11267
41,35,2847
41,36,676
41,37,115
41,38,13
41,39,2
42,7,13
42,8,75
42,9,253
42,10,932
42,11,2697
42,12,7330
42,13,17413
42,14,37359
42,15,72580
42,16,126216
42,17,201006
42,18,290045
42,19,381405
42,20,459013
42,21,500676
42,22,500598
42,23,458205
42,24,382083
42,25,291993
42,26,200766
42,27,125176
42,28,72164
42,29,37317
42,30,17579
42,31,7394
42,32,2714
42,33,940
42,34,273
42,35,81
42,36,5
42,37,2
42,43,1
