series,outer_model,block_bits,dimension,message_exponent,message_bits,output_bits,outer_rows,bad_weight,step_bits,state_bits,epochs_per_region,margin_bits,dominant_weight,dominant_log_surprisal,dominant_witness_at_grid_edge,a_minimum_distance,kernel_minimum_distance,kernel_weight_four,map_tag,map_source,notes
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,18,16,7.639211320913165,8,-6.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,256,18,4,36.177175387242436,22,-5.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,256,18,8,14.035716143097089,12,-6.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,18,64,4.643397965382333,4,-6.9,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,18,16,7.639211320913165,8,-6.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,256,18,4,14.349334474415883,16,-6.3,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,256,18,1,42.70162273133086,32,-5.9,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,256,18,8,5.390561798411931,7,-7.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,256,18,4,24.989843217614315,13,-6.6,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,256,18,1,140.37485468731333,51,-5.2,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,18,1024,0.8033419006225194,4,-9.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,18,256,3.998103678885444,8,-8.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,18,64,32.67462379742168,22,-8.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,256,18,128,10.32998395011508,12,-8.9,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,18,1024,0.8033419006225194,4,-9.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,18,256,3.998103678885444,8,-8.7,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,18,64,10.578621398164772,16,-9.1,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,256,18,16,39.146688160477986,32,-8.6,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,256,18,128,1.4800746557031907,7,-10.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,256,18,64,21.167568301986186,13,-9.4,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,256,18,16,137.18910491255494,53,-8.0,0,96,4,1088,nested-37ec28561e9ce7df,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s18.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,20,64,6.32989957869799,4,-6.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,20,16,8.505490184459571,8,-5.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,16,65536,131072,1024,13107,256,20,4,36.23305322561474,22,-5.7,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,16,65536,131072,2048,13107,256,20,8,14.066567909262897,12,-6.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,16,65536,131072,16384,13107,256,20,64,6.32989957869799,4,-6.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,16,65536,131072,4096,13107,256,20,16,8.505490184459571,8,-5.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,16,65536,131072,1024,13107,256,20,4,14.360534780764585,16,-6.3,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,16,65536,131072,256,13107,256,20,1,42.72530560818592,32,-5.8,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,16,65536,131072,2048,13107,256,20,8,5.392849827730982,7,-7.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,16,65536,131072,1024,13107,256,20,4,24.996833354265814,13,-6.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,16,65536,131072,256,13107,256,20,1,140.4775485923401,51,-5.2,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,20,1024,2.5342586999460552,4,-9.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,20,256,5.002123949227111,8,-8.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"extended BCH [128,64,22] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,20,64,32.74382930889353,22,-8.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"Philips shortened-XBCH [64,32,12] exact",fixed,64,32,20,1048576,2097152,32768,209715,256,20,128,10.369990460444447,12,-8.9,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(1,3) [8,4,4] exact",fixed,8,4,20,1048576,2097152,262144,209715,256,20,1024,2.5342586999460552,4,-9.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(2,5) [32,16,8] exact",fixed,32,16,20,1048576,2097152,65536,209715,256,20,256,5.002123949227111,8,-8.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(3,7) [128,64,16] exact",fixed,128,64,20,1048576,2097152,16384,209715,256,20,64,10.595364574811017,16,-9.1,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"RM(4,9) [512,256,32] exact",fixed,512,256,20,1048576,2097152,4096,209715,256,20,16,39.177517889332506,32,-8.6,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [64,32] reused",random-ensemble-average,64,32,20,1048576,2097152,32768,209715,256,20,128,1.4885663064006347,7,-10.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [128,64] reused",random-ensemble-average,128,64,20,1048576,2097152,16384,209715,256,20,64,21.180382927474387,13,-9.4,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
"random full-rank [512,256] reused",random-ensemble-average,512,256,20,1048576,2097152,4096,209715,256,20,16,137.2861604476772,53,-8.0,0,96,4,192,nested-2a82e8308c92b0e5,workstreams/finite_asymptotic_theory/landscape_db/activation_pilot_v1/maps/t256_s20.json,Activation-aware Q1 only; unselected nested chain; nearest binary64; no full-distance claim.
